,title,median,mean,my_status
3595,Blue Seed,7.0,6.150988615937687,1669
3597,Bishoujo Senshi Sailor Moon: Sailor Stars,7.0,6.378233215547703,7075
3604,Majime ni Fumajime Kaiketsu Zorori,7.0,5.371428571428571,35
3611,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,7.0,5.79559748427673,636
3613,Rockman.EXE Beast+,7.0,5.597315436241611,298
3615,Elf wo Karu Mono-tachi,7.0,6.259893048128342,1870
3616,Elf wo Karu Mono-tachi II,7.0,6.284546805349183,1346
3620,Mermaid Melody Pichi Pichi Pitch Pure,7.0,5.969995081160846,2033
3622,Ginga Tetsudou Monogatari,7.0,6.417233560090703,441
3624,Senkaiden Houshin Engi,7.0,6.2827586206896555,1450
3636,Mamotte! Lollipop,7.0,5.9824046920821115,1023
3647,Digimon Frontier,7.0,5.9158888888888885,9000
3661,Beet the Vandel Buster Excellion,7.0,5.584175084175084,594
3666,Kenran Butou Sai: The Mars Daybreak,7.0,6.389572773352643,1381
3687,Bobobo-bo Bo-bobo,7.0,6.114887505983725,2089
3713,Chou Denji Machine Voltes V,7.0,6.177693761814745,529
3714,Chou Denji Robo Combattler V,7.0,5.956521739130435,161
3723,Dokidoki♡Densetsu: Mahoujin Guruguru,7.0,5.723958333333333,192
3727,Mahoujin Guruguru,7.0,6.282926829268293,410
3742,Wild Arms: Twilight Venom,7.0,5.629969418960244,654
3763,Wagaya no Oinari-sama.,7.0,6.330180921052632,2432
3776,Ashita no Nadja,7.0,6.522241992882562,1124
3779,Kamikaze Kaitou Jeanne,7.0,6.362776877363587,3702
3780,Giant Gorg,7.0,6.333333333333333,81
3783,Saiyuuki Reload,7.0,6.355263157894737,1976
3785,Asobot Senki Gokuu,7.0,5.678362573099415,171
3786,Saiyuuki Reload Gunlock,7.0,6.332100591715976,1352
3787,Moonlight Mile 1st Season: Lift Off,7.0,6.660808435852372,569
3788,Tanoshii Muumin Ikka,7.0,6.011363636363637,1496
3791,Nanatsu no Umi no Tico,7.0,5.610223642172524,313
3793,Rocket Girls,7.0,6.338888888888889,540
3798,Akazukin Chacha,7.0,6.266761768901569,701
3803,Karasu Tengu Kabuto,7.0,5.711864406779661,59
3806,Ayashi no Ceres,7.0,6.454088952654232,4182
3813,Bannou Bunka Neko-Musume (1998),7.0,5.657640232108317,517
3814,Ou Dorobou Jing,7.0,6.298034496590454,2493
3830,Kidou Shin Seiki Gundam X,7.0,6.557762676424464,1913
3833,Mobile Fighter G Gundam,7.0,6.648306180501681,3867
3837,Tsurikichi Sanpei,7.0,5.730769230769231,260
3838,Hana no Ko Lunlun,7.0,5.595238095238095,252
3853,Dragon Quest: Dai no Daibouken,7.0,6.590248962655601,964
3856,El Hazard: The Alternative World,7.0,5.638319672131147,976
3859,Bakuretsu Tenshi,7.0,6.164924506387921,5166
3863,Burn Up Excess,7.0,5.683146067415731,890
3876,Groove Adventure Rave,7.0,6.415712322491983,4366
3879,Konjiki no Gash Bell!!,7.0,6.583445945945946,2960
3891,Rekka no Honoo,7.0,6.440300375469337,3995
3892,E&#039;s Otherwise,7.0,5.822255414488424,1339
3896,Gad Guard,7.0,5.710958904109589,730
3903,Meitantei Holmes,7.0,6.1328125,384
3916,Jigoku Sensei Nube,7.0,6.458702064896755,678
